1362	CD160
1363	CD163
1364	CD164
1365	CD177
1366	CD180
1367	CD19
1368	CD1A
1369	CD1B
1370	CD1C
1371	CD1D
1372	CD1E
1373	CD2
1374	CD200
1375	CD200R1
1376	CD209
1377	CD22
1378	CD226
1379	CD24
1380	CD244
1381	CD247
1382	CD27
1383	CD274
1384	CD28
1385	CD2AP
1386	CD2BP2
1387	CD300A
1388	CD300E
1389	CD300LB
1390	CD320
1391	CD33
1392	CD34
1393	CD36
1394	CD37
1395	CD38
1396	CD3D
1397	CD3E
1398	CD3EAP
1399	CD3G
1400	CD4
1401	CD40
1402	CD40LG
1403	CD44
1404	CD46
1405	CD47
1406	CD48
1407	CD5
1408	CD52
1409	CD53
1410	CD55
1411	CD58
1412	CD59
1413	CD5L
1414	CD6
1415	CD63
1416	CD68
1417	CD69
1418	CD7
1419	CD70
1420	CD72
1421	CD74
1422	CD79A
1423	CD79B
1424	CD80
1425	CD81
1426	CD82
1427	CD83
1428	CD84
1429	CD86
1430	CD8A
1431	CD8B
1432	CD9
1433	CD93
1434	CD96
1435	CD99
1436	CD99L2
1437	CDC14A
1438	CDC14B
1439	CDC16
1440	CDC20
1441	CDC20B
1442	CDC23
1443	CDC25A
1444	CDC25B
1445	CDC25C
1446	CDC26
1447	CDC27
1448	CDC34
1449	CDC37
1450	CDC37L1
1451	CDC40
1452	CDC42
1453	CDC42BPA
1454	CDC42BPB
1455	CDC42BPG
1456	CDC42EP1
1457	CDC42EP2
1458	CDC42EP3
1459	CDC42EP4
1460	CDC42EP5
1461	CDC42SE1
1462	CDC45
1463	CDC5L
1464	CDC6
1465	CDC7
1466	CDC73
1467	CDCA3
1468	CDCA5
1469	CDCA7
1470	CDCA7L
1471	CDCA8
1472	CDH1
1473	CDH10
1474	CDH11
1475	CDH12
1476	CDH13
1477	CDH15
1478	CDH16
1479	CDH17
1480	CDH18
1481	CDH19
1482	CDH2
1483	CDH20
1484	CDH22
1485	CDH23
1486	CDH24
1487	CDH3
1488	CDH4
1489	CDH5
1490	CDH6
1491	CDH7
1492	CDH8
1493	CDH9
1494	CDHR1
1495	CDHR2
1496	CDHR5
1497	CDIPT
1498	CDK1
1499	CDK10
1500	CDK11A
1501	CDK11B
1502	CDK12
1503	CDK13
1504	CDK14
1505	CDK15
1506	CDK16
1507	CDK17
1508	CDK19
1509	CDK2
1510	CDK20
1511	CDK3
1512	CDK4
1513	CDK5
1514	CDK5R1
1515	CDK5R2
1516	CDK5RAP2
1517	CDK5RAP3
1518	CDK6
1519	CDK7
1520	CDK8
1521	CDK9
1522	CDKL1
1523	CDKL3
1524	CDKL5
1525	CDKN1A
1526	CDKN1B
1527	CDKN1C
1528	CDKN2A
1529	CDKN2AIP
1530	CDKN2AIPNL
1531	CDKN2B
1532	CDKN2C
1533	CDKN2D
1534	CDKN3
1535	CDO1
1536	CDON
1537	CDS1
1538	CDS2
1539	CDSN
1540	CDT1
1541	CDV3
1542	CDX1
1543	CDX2
1544	CDX4
1545	CDYL
1546	CEACAM1
1547	CEACAM5
1548	CEACAM6
1549	CEACAM7
1550	CEACAM8
1551	CEBPA
1552	CEBPB
1553	CEBPD
1554	CEBPE
1555	CEBPG
1556	CEBPZ
1557	CECR2
1558	CEL
1559	CELA1
1560	CELA2A
1561	CELA2B
1562	CELA3B
1563	CELF1
1564	CELF2
1565	CELF3
1566	CELSR1
1567	CELSR2
1568	CELSR3
1569	CENPA
1570	CENPC
1571	CENPE
1572	CENPF
1573	CENPH
1574	CENPI
1575	CENPJ
1576	CENPK
1577	CENPL
1578	CENPM
1579	CENPN
1580	CENPO
1581	CENPP
1582	CENPQ
1583	CENPT
1584	CENPU
1585	CENPW
1586	CEP126
1587	CEP131
1588	CEP135
1589	CEP152
1590	CEP162
1591	CEP164
1592	CEP192
1593	CEP250
1594	CEP290
1595	CEP41
1596	CEP55
1597	CEP57
1598	CEP63
1599	CEP70
1600	CEP72
1601	CEP76
1602	CEP78
1603	CEP83
1604	CEP85
1605	CEP89
1606	CEP97
1607	CER1
1608	CERS1
1609	CERS2
1610	CERS3
1611	CERS4
1612	CERS5
1613	CERS6
1614	CES1
1615	CETN1
1616	CETN2
1617	CETN3
1618	CETP
1619	CFB
1620	CFC1
1621	CFD
1622	CFDP1
1623	CFH
1624	CFHR1
1625	CFHR5
1626	CFI
1627	CFL1
1628	CFL2
1629	CFLAR
1630	CFP
1631	CFTR
1632	CGA
1633	CGB3
1634	CGGBP1
1635	CGN
1636	CGREF1
1637	CHAC1
1638	CHAD
1639	CHAF1A
1640	CHAF1B
1641	CHCHD1
1642	CHCHD10
1643	CHCHD2
1644	CHCHD3
1645	CHCHD4
1646	CHCHD5
1647	CHD1
1648	CHD1L
1649	CHD2
1650	CHD3
1651	CHD4
1652	CHD5
1653	CHD6
1654	CHD7
1655	CHD8
1656	CHD9
1657	CHEK1
1658	CHEK2
1659	CHERP
1660	CHFR
1661	CHGA
1662	CHI3L1
1663	CHI3L2
1664	CHKA
1665	CHKB
1666	CHL1
1667	CHM
1668	CHML
1669	CHMP1A
1670	CHMP1B
1671	CHMP2A
1672	CHMP2B
1673	CHMP3
1674	CHMP4A
1675	CHMP4B
1676	CHMP4C
1677	CHMP5
1678	CHMP6
1679	CHMP7
1680	CHN1
1681	CHN2
1682	CHORDC1
1683	CHP1
1684	CHP2
1685	CHPF
1686	CHPF2
1687	CHRAC1
1688	CHRD
1689	CHRDL1
1690	CHRDL2
1691	CHRM1
1692	CHRM2
1693	CHRM3
1694	CHRM4
1695	CHRM5
1696	CHRNA1
1697	CHRNA2
1698	CHRNA3
1699	CHRNA4
1700	CHRNA5
1701	CHRNA6
1702	CHRNA7
